English,animal,arm,ashes,bark,bed,belly,big,bird,bite,blood,bone,breast,burn,child,cloud,come,count,die,dog,drink,ear,eat,egg,elephant,eye,face,fall,"fat, oil",feather,fingernail,fire,fire-wood,fish,five,fly,four,give,goat,"ground, soil",hair,head,hear,heart,horn,house,hunger,intestine,kill,knee,knife,know,leaf,leg,liver,louse,man,moon,mouth,name,navel,neck,night,nose,one,person,rain,road,root,salt,sand,see,send,shame,sing,skin,sky,sleep,smoke,snake,spear,steal,stone,sun,tail,ten,three,tongue,tooth,tree,two,urine,village,vomit,walk,war,water,wind,woman,dew,iron
A121_Mbonge,ɲama,mo-kɔ,m-bu,e-kuku,li-nɔŋgɔ,m-ea,kɔlɔ,i-nɔ,da,ma-kia,e-se,di-bɛ,yaŋga,ŋ-ana,e-kutukutu,fɔ,laŋga,wa,m-gba,ɲua,di-to,da,li-ke,n-jɛku,d-isɔ,bo-so,kunda,di-ɔmi,e-sa,e-sɔsɔ,ŋ-ea,i-yoli,n-dɔndi,be-ta,uŋga,be-ne,ɲɛŋgɛ,m-boli,mu-ɲɛlɛ,ɲuŋga,mo-lofo,b-oka,mo-lema,mu-seba,n-dabo,n-ja,m-ea,boloa,li-bɔŋgɔ,di-lɛndi,iyoa,e-ya,ŋende,libɛ,ɲia,momana,ŋ-gɔndɛ,wana,dina,ditɛŋgu,dibɛlu,bulute,do,eyɔkɔ,moto,mbua,njea,ŋili,ikpa,ɲaŋgɛ,ɛnɛ,loma,isɔ,kɔnɔ,ekobo,loba,iyɔ,motutu,ɲɔ,dikɔŋgɔ,iba,bolale,disɛnji,mokondo,dondalo,belalo,iyeme,disoŋga,wele,bebe,miɲali,mboka,yoa,kɛndɛ,bila,maliba,ŋguŋga,ŋalana,bekɛli,ekɔkɔ
A122_Bakundu,ɲàmà,mò-kɔ̀,m-bú,e-kuku,dì-nõ̀ŋgò,ŋw-èà,kɔrɔ,ī-nɔ̄,da,mà-kìà,é-sé,dì-bè,yaŋga,ŋw-ánà,m-bà,i-ya,laŋga,wa,ŋ̀-gbá,ŋwa,dì-toỳ,da,dì-kéù,n-jɔ̀kù,d-ìsɔ̂,bò-só,kunda,dì-wɔ́,e-sa,mò-sẽ́ŋgé,m-óá,í-có,n-dṍndí,be-ta,ɛrua,be-ni,beke,m-bóḷì,mo-ɲɛrɛ,ɲṍŋgà,mò-ló,oka,mò-ḷémá,mò-sébá,n-dábò,n-ja,m-ea,boloa,li-bɔŋgɔ,mò-ɲìká,icoa,è-cá,mōpā,dìbè,ɲa,ŋgwíáná,ŋ-gɔndɛ,wànà,díná,dìtẽ́ŋgù,ŋgɔ̄,bulu,dò,eyɔkɔ,mòtò,mbúà,njea,mòkákù,íkwá,ɲaŋgu,ɛnɛ,loma,isɔ,kɔnɔ,ekobo,óŋwá ḷòbà,iyɔ,motutu,ɲɔ̀,dìkɔ̃̀ŋgɔ̀,iɸa,bòlɛ̀,lòbà,mòkõ̀ndò,londalo,beraro,lyémè,dìsõ̀ŋgá,bòlé,bebe,miyali,mbókà,coa,aka,bìlá,màḷìbà,ekwili,ŋwáláná,βekɛri,èkè
A141_Lefo,ɲàm,ŋ̀-kwɛ̀n,m-bùmbû,m-bísìbwɛ̌,wù-tì,lì-bùm,-tòn,wù-nɔ̀n,kwàké,mà-kìí,ɛ̀-fìˀ,lè-bê,wɔ̀ké,mw-ǎn,lì-báŋ,pāʔ,láŋ,wá,m-bwá,-mwá,ɛ̀-túì,-dyá,lè-kə́,ɲ-jɔ̀ˀ,d-ǐˀ,wò-sú,kún,lè-fɔ́ŋ,è-ʃə́ˀ,ɲǎn,m-ùí,li-yūè,ʃüè,-táàn,-fùmú,-nììn,baˀ,m-ból,n-dɔ̀ˀ,ɲùŋ,ǹ-ló,wóˀ,ǹ-lə́m,tɔ́ŋ,n-dáˀ,n-jɛ̀,ǹ-yà,bólò,lì-bɔ́ŋ,dì-lɛ́ndɛ́,bí,ì-yɛ́,ɛ̀-kwè,lì-bɛ̀,ɲè,mò-mâŋ,ŋ-gɔ̀n,ǹ-sò,d-ǐn,wù-tɔ́ŋ,lè-bɔ̀ˀ,wù-dúù,dúì,-fɔ́ʔ,mɔ̀ˀ,mbú,m̀-bòkà,ŋ̀-káŋgá,ù-kwǎ,fyàŋgúˀ,-mín,lúm,wù-ʃɔ́n,kɔ́n,ŋgò,ámwěn,wù-yɔ́,ǹ-tútù,ɲɔ̌,ɛ̀-lɔ̂,jiˀ,dì-lɛ́,dǔlù,ŋ̀-kòn,dyôm,-láán,ɛ̀-yə́m,lè-sòŋ,bw-ɛ̌,-bɛ̂,mə̀-níà,ŋ̀-kí,-yūé,-kə̀,bilá,mà-déˀ,ŋgùŋgù,mw-àlân,bè-kə̀kí,ɛ̀-kèˀ
A15_Manenguba,ɲàm,è-kə́,m-bòbə́,è-kòkɔ̀b',à-nɔ̀ŋ,à-bùm,sògə́,nɔ̀n,?,ŋ̀-kìí,è-ʃɛ̀d,à-bê,?,my-àn,à-lwààd̚,?,?,?,m-bwə́,?,è-tíì,?,à-tì,n-zòk,d-ə̀d̚,à-bwè,?,à-fóŋ,è-tɔ̀g̚,ɲɛ̌ŋkə́,mü-ü,lè,mɛ̌-ɲʃíí,-tɛ́ɛ̀,?,-ɲìì,?,m-bɔ́d',n-dɔ̀β,ɲùŋ,ǹ-dú,?,ǹ-də́m,tɔ́ŋ,n-dáb',n-zèè,ḿ-mìì,?,à-bɔ́ŋ,mə̀-mpə́,?,jyèé,è-kù,à-bə̀,də̀d̚,mànzwóm,ŋ-gɔ̀n,ǹ-sɔ̀l,dǐn,à-tɔ́ŋ,à-bwɔ̀l,ŋ̀-kùù,e-díì,-fɔ́ʔ,mòòɲùŋ,mbú,nzè,ŋ̀-kàŋ,ŋ̀-kwèé,ɲɛ̀ɛ́,?,-lómə,à-kwág',?,ŋgɔ̀b ɲìn,ndóóndòò,yə́,mbàg̚,yə̌,à-kɔ̀ŋ,?,à-lə́,è-ɲì,ŋ̀-kwòn,dúòm,-láá,à-yə̂m,à-sùŋ,y-ɛ̌n,-bə̀,nzèsè,mbók,?,?,bɨn,ǹ-də́b',è-kòd̚,mwad̚,mbàk,è-tì
A15A_Mbuu,ɲàm,è-kɛ́ɛ́,m-búùm,è-kòb̚,à-nɔ̀ŋ,à-bə̀m,ǹsùg̚,à-nɔ̀n,-kpáàlɛ̀,ŋ̀-kìí,è-fèyg̚,à-byɛ̂,-tə̀màŋ,mw-àn,m-bɑ̀ˀ,-sɛ́ɛ́,-lə́ŋə̀,-wə́ə̀,m-bwə́,-mwáà,è-túə̀,-jɛ́ɛ̀,à-kyɛ̀,n-zòg̚,d-eyg̚,à-bɛ̀ŋ,-kwə̀ə̀,à-fɔ́ŋ,è-tɔ̀ˀ,ɲàn,mù-ú,lɛ́ŋ,mɛ̌-ɲʃíí,-táàn,-lààlè,-nìì,-bɔ̀ɔ̀,m-bólˀ,n-dɔ̀b,ɲùŋ,ǹ-dú,-gúúlə̀,ǹ-də́m,tɔ́ŋ,n-dááb̚,n-ʒyə̀,ḿ-myə̀,-gúə̀,à-bɔ́ŋ,mə̀-mpə́ə́,-bìɛ̀,i̚yɛ́,è-pòŋ,à-bə̀,tèˀ,mònzóm,ŋ-gɔ̀n,ǹ-sɔ̀ˀ,d-èŋ,à-tɔ́ŋ,kə́ŋ,ŋ̀-kùù,dúə́,-pɔ́ʔ,mòˀ,mbúú,nʒyɛ̀,ŋ̀-kàŋ,ŋ̀-kwə̀,ɲa̰a̰ ɲàŋ,-tòŋ,-lə́m,à-kpáʔ,-sɔ́ɔ̀,ŋgòb̚,dólˀ,è-yūé,mbə́làˀ,ɲüə́,à-kɔ̀ŋ,-zə́bə̀,à-lə́,è-ɲɛ̀ŋ,ŋ̀-kòn,júòm,-láál,è-yɛ́m,à-sùŋ,lɛ́ŋ,-bə̀,ǹ-sɛ̀ŋ,mbóg̚,-ʒúə̀,-kə̀ə̀,bə̀l,à-də́b̚,è-pə̀b̚,mwalˀ,m̀myɛ̀l,è-kìì
A15B_Mienge_NW_Manenguba,ɲàm,è-kə́ə́,m-búmǐˀ,m-bʱí jɛ̀n,à-nɔ̀ŋ,à-bùm,sùɔ́ˀ,mú-nwɑ̀n,-kpààlì,ò-kìí,è-hìˀ,à-ɓə̂,-sáŋkì,my-æ̌,m-bʱɑ̀ˀ,-sāʔ,-lɑ́ŋ,-wə́,m-bʱyɛ́,-myə́,è-tẅə̂,-dyə́,à-kyə̀,n-zòˀ,d-ǐˀ,à-bìŋ,-híŋ,ò-hɔ́ŋ,è-tɔ̀ˀ,ɲæ̌n,mü-ü,sǔŋ,-ʃu'ə́,-tæ̂,-pùù,-nìì,-bə̀,m-bʱwɔ́ˀ,n-dwàsɛ́,ɲòŋ,l-lẅə́,-wóˀ,ì-lə́m,tɔ́ŋ,n-dǽˀ,n-zə̀ə̀,ḿ-myə̀,-gúə̀,à-bɔ́ŋ,má-pə́ə́,-bíì,jy-ə̌,è-kwə̀,à-bə̀,tìˀ,mùnjóm,ŋ-gwɑ̀n,ǹ-swɛ̀n,d-ǐŋ,à-tɔ́ŋ,m̀-bwɑ̀n,ŋ̀-kwə̀,dẅə̂,pɔ́ʔ,mɑ̀ɑ̀ɲòŋ,mbʱúú,nzyə̀,ŋ̀-kɑ̀ŋ,ŋ̀-kpə̌,ɲàŋíˀ,-tòŋ,-lwɔ́m,à-kpá'kpáʔ,-kwān,ŋgwɔ̀ɔ̀ ɲẅɛ̌n,dúɛ̀ měŋ,à-jūé,m̀múúlə̀ˀ,ɲùə́,à-kɔ̀ŋ,-jíˀ,à-lə́ə́,è-ɲɛ̀ŋ,ŋ̀-kwɔ̀n,düə̀,lǽǽ,è-jə́m,à-sùŋ,jɛ̀n,-ɓə̀,ò-sɛ̀ŋ,m̀myə̀,-jūə́,-kyə̀,bin,ò-dúˀ,è-kùkù’,myæ̀ǽˀ,mbʱɑ̀ˀ,è-kyə̀
A15C_Elung_Central_Manenguba,ɲà,m-byə̀kə́,m-bùmwêd̚,è-kòk,n-də̀,à-bùm,sùɔ́,mù-nɔ̀,-kwàl,ò-kìí,è-hə̀k,à-bíì,-hyáŋɛd,m-ɔ̌,m-bàˀ,-hyɛ̀,-tɔ́,-wə́,m-bwə́,-mwə́,è-tû,-dyɛ́,à-kì,n-zùˀ,d-ə̌k,à-bə̀ŋ,-kwə̀,à-hɔ́,è-tɔ̀ˀ,ɲǎn,mù-ú,lə̌ŋ,sú,-táàn,-pùmə̀,-nììn,-bə̀,m-bɘ́ˀ,n-dɔ̀ˀ,ɲòŋ,l-lə́,-wóˀ,ɛ́-llém,à-séˀ,n-dá,n-zɛ̀,m-ì,-wú,à-bó,ǹ-nə̀kə́,-bíì,àpǎ-jɛ́,è-kù,à-bə̀,tə̀d̚,mwènjü,ŋ-gɔ̀,ǹ-ʃü,d-ə̌ŋ,à-tɔ́,m-bɔ̀l,ŋ̀-kù,dû,pɔ́ʔ,mòòɲòŋ,mbúí,nzì,ŋ̀-kà,ŋ̀-kwɛ̌,ǹ-sí,-ɲí,-lǿ,à-kwáʔ,-jé,ŋgòˀ,dɘ̌ɘ̀,júə́,mbɔ́raˀ,ɲùə̌,à-kɔ,-jə́b',à-lə́,è-ɲɛ̀,ŋ̀-kò,dɘ̂m,-láán,è-jé,à-sòŋ,bw-ɛ̀l,-bə̀,ò-sɛ́,m̀mwɛ̀,-jú,-kə̀,bə́l,ò-dób̚,à-héb,mwæ̌,myɛ̌l,è-kì
A15C_Akossi,ɲàm,è-káá,m-búmbú,è-kòg̚,à-nɔ̀ŋ,à-bùm,-yə̀g̚,èˀ-nɔ̀n,-kwàgɛl,mè-kìí,è-hìd̚,à-bíì,-hyáad̚,mw-ǎn,m-bàg̚,-hyɛ̀,-tóŋ,-wɛ́,m-bwɛ́,-mwɛ́,è-túù,-dyɛ́,à-kìì,n-zyɔ̀g̚,d-ǐd̚,èˀ-só,-kwɛ̀,à-hóŋ,è-tɔ̀g̚,ɲǎn,mù-ú,hy-òn,súù,-táàn,-pùmé,-nììn,?,m-bód̚,n-dɔ̀ɔ̀b̚,è-sìd̚,ǹ-ló,-wóg̚,ǹ-lém,à-séb̚,n-dáb̚,n-zàà,m-ìì,-wúu,à-búbóŋ,ǹ-nə̀kə́,-bíì,cy-àá,è-kùù,à-bàà,tìd̚,mòd̚,ŋ-gɔ̀n,ǹ-sə̀l,d-ǐn,à-tóŋ,ŋ̀-kə́ŋ,ŋ̀-kùù,d-úù,pɔ́g̚,mòd̚,mbúú,nzìì,ŋ̀-kàŋ,ŋ̀-kwɛ̌,ǹ-síí,-ɲén,-lóm,à-kwáké,-kɔ́n,ŋgòb̚,dyǒb̚,èʼ-oə́,mwɛ̌ntùd̚,ɲə̌,à-kòŋ,-oíb̚,à-láá,ètòndɛ̀ɛ̀,ŋ̀-kòn,dyôm,-láán,è-tʃém,à-sòŋ,bw-ɛ̀l,-ɓɛ̀,mè-sɛ̀n,dy-àd,-có,-kɛ̀,nzùm,mè-ndíb̚,è-pùb̚,m̀mwàád̚,m̀mwɛ̌,è-kìì
A15C_Mkaa,ɲàm,ɛ̀-ká̚á,m-bùmbú,ɛ̀-pàsɛ́ ̚bwél,ɛ̀-nɔ̀ŋ,ɛ̀-bùm,ɲɛ̀kɛ̀ɛ̀,ɛ̀-nɔ̌n,-kwàal,mè-kìí,ɛ̀-hěyˀ,ɛ̀ʼ-bɛ,-yáŋɛd̚,mw-ǎn,m-bàg̚,-yà,-tɔ́ŋ,-wɛ́,m-bwá,-mwá,ɛ̀-tóò,-dyá,ɛ̀-kìí,ɲ-jòg̚,d-íˀ,ɛ̀ˀ-só,-kwà,ɛ̀-hɔ́ŋ,ɛ̀-tɔ̀g̚,ɲān,mù-ú,y-ǒn,n-dɔ́n,-táàn,-pùmə̀,-nììn,-bɛ̀,m-bód̚,n-dɔ̀b̚,ɛ̀-sǐyˀ,m̀-ló,-wóˀ,m̀-lém,tɔ́ŋ,n-dáb̚,n-jàà,mw-ɛ̀ɛ̀,-wú̚ú,ɛ̀-bɔ́ŋ,ɛ̀-lɛ̀n,-bwé,j-àá,ɛ̀-kòò,ɛ̀ˀ-bæ̀æ̀,tɛ̀yˀ,mwàmjóm,ŋ-gɔ̀n,m̀-sòl,d-ǐn,ɛ̀tɔ̂ŋ,kíŋ,ŋ̀-kòò,dyô,pɔ́ʔ,mòd̚,mbú,njèé,m̀-kàŋ,m̀-kwǎ,m̀-sɛ́̚ɛ́,-tòŋ,-lóm,ɛ̀-sɔ̂n,-jém,ɛ̀-kòb̚,ɛ̀bǒb,ɛ̀ʼ-jɔ́,mə̀tùtàg̚,ɲɔ̌,ɛ̀ˀ-kɔ̌ŋ,-jíb,ɛ̀-lá̚á,ɛ̀-séé,ŋ̀-kón,dyôm,-láán,ɛ̀-jɛ́m,ɛ̀-sòŋ,bw-ěl,-ɓà,mə̀-sàà,m̀-kɔ̂ŋ,-jó̚ó,-kɛ̀,mjūm,mè-díb̚,ɛ̀-púb,mwáàd̚,myá,ɛ̀-kɛ̀ɛ̀
A151_Nkongho,ɲà,lè-kíá,m-pʰɘ́,è-kògò,lɛ̀-gɔ̀k,lɛ̀-bɘ̀n,-mɔ̀k,mə̀-nɔ̀ɔ́,ŋ̀-kɔ̀gɛ̀lɛ́,mɛ̀-kʰǐ,ɛ̀-fɛ́ˀ,lɛ̀-bɛ́ɛ̀ˀ,m̀-bø̀ntɛ́,mw-é,ɛ̀-bàk,pǎ,láŋ,kwá,m-bə̀gá,-núwə́,lɛ̀-tsɘ̂,dɛ́gá,lɛ̀-kʰǐ,n-zòk,d-íˀ,bɛ̀-súgú,m̀-fúɛ́ntɛ́,lɛ̀-fɔ́ŋ,è-tɔ̀k,ɲé,mɘ̀-ɘ́,lɛ́lɛ́,sẅíí,-táà,m̀-pønɛ́,-ɲìì,m̀-bàkɛ́,m-búˀ,n-dɔ̀ˀ,ɲɔ̀ŋ,ǹ-dúgú,ŋ̀-gòkɛ́,è-pɘ̀ɘ́zók,n-dɔ́ŋ,n-dáˀ,n-ʃà,my-ɛ̀ˀ,ŋ̀-kǿnɛ́,d-òŋ,páŋà-lə̀ŋ,phí́,ʃ-ǎ,lɛ̀-kʰɘ̀,lè-byàˀ,tɘ̀ˀ,nzógóˀ,mùù-ʒìkímín,ǹ-ʃú,d-ǐˀ,lɛ̀-tɔ́ŋ,lɛ̀-bɔ̀ɔ̀,ŋ̀-kɘ̀,tʃüí,fɔ́k̚,mùˀ,mbígí,ɲʃǐ,ŋ̀-kàŋ,ŋ̀-kwáá,ɲàŋáˀ,ŋ̀-gə́ə́ntɛ́,n-lúntɛ́,è-dìkɛ́,ǹ-zɔ̀tɛ́ zɔ̀ˀ,ŋgùˀ,dúˀ,bɛ̀-zógɔ́,zɨ́ɨ̀ˀ,nɔ́gɔ́,lɛ̀-kɔ́ŋ,ǹ-ʒíté ʒíˀ,líá,dídùgùˀ,ŋ̀-kùú,dúgù,-láɣá,ɛ̀-lɛ́ˀ,lə̀-sóŋ,ʒ-ìgíˀ,-byà,míìˀ,mbók,-zúgú,kə̀,phìí,mə-díˀ,lə̀-fwɔ́ˀ,mə̀ŋá,myáˀ,ɛ̀-kyɛ̀ˀ
A22_Bakweri,ɲàmà,mɔ̀,lì-wu,mòwò,lì-nɔ̀ŋgɔ̀,lùŋga,ndɛnɛ̀,ì-nɔ̀nî,kokà,mà-ìja,è-se,lì-vɛ̂,sɛlɛ̀,mw-anà̀,m̀-bàkì,jâ,aŋgà,wâ,ǹ-gbâ,ɲɔ̂,lì-tô,lâ,mw-èo,ǹ-jɔ̀kù,l-isɔ̀,wò-sô,m̀bɛì,mà-nɔnɔ,è-sai,mò-sìŋge,mu-ɲa,jòli,lì-sùa,tâ,kǒa,nèi,i-ɲɛ̀,m̀-bolì,sè,lì-fùmbu,mǒ-fò,o-vìsɛ̀,mw-ěmà,yɔ̀mbɔ,ǹ-dawò,ǹ-jàò,mw-èà,owà,lì-wɔŋgɔŋgɔ,ɛ̀-tɛ̂,vià,yàli,mwěnde,lìvà,ɲìɲa,mǒmè,ǹ-gbɛ̀ndɛ̀,wàna,linà,ǹjùngù,lìwɔ̀,wû,mòfemba,yɔ̀kɔ,mòtò,m̀buà,ǹjìa,?,ìkpa,ɲanga,ɛnɛ̀,ntɛ,embòlɛ̀,embà,èkòwò,lovà,ìjɔ̂,yǔtùtù,gbàva,lìɔ̀ngɔ,?,lìyaì,èlovàlòvà,mòndo,lìomɛ̀,veyaò,jɛ̌mɛ̀,lìsɔ̀nga,gbě,vewǎ,miɲàlì,?,yowà,ɛ̀ndɛ,ǹjùma,màliva,?,molanà,?,ɛ̀kɛ̀
A24_Duala,ɲama,e-nama,di-búdú,e-yobo,nɔŋgɔ,di-bum,ndɛnɛ,i-nɔn,kukwa,ma-yá,e-wesé,di-ɓɛ̂,disɛ,mú-na,di-wíndíwindi,pɔ,láŋga,wɔ́,m-bɔ́,ɲɔ́,tói,dá,mw-ɛ́ɲ,n-jɔu,d-ísɔ,bos-ó,kɔ́,di-wɔ́ŋgí,e-sáó,ɲándi,w-éa,w-éa,súe,tánu,pu-mwa,nɛi,bola,m-bódi,ó-wásẽ,ɲɔ̃,mu-lopo,seŋga,mu-léma,tɔ́ngɔ,n-dábo,n-jai,?,bwá,di-bɔ́ŋgɔ,di-wɛndi,bía,e-yadí,mukala,dibadi,niná,moto,m-ɔ́di,mudumbu,dína,mutɔ́di,ɲíngo,bulú,mpemba,mɔ̄,moto,mbúa,ngeá,mwangá,wánga,mukoko,ɛ́nɛ,lóma,isɔn,lɔ́ngɔ,eyobo,mɔ́ɲ,iyɔ́,ítutu,ɲam'a bwaba,jɔngɔ́,íba,dále,wéi,mondó,dóm,lálo,e-yémɛ,songá,bwelé,ba,misanji,mundi,dóa,dangwa,bilá,madíbá,ngɔ,múto,mayiba,eyɛi
A26_Pongo,?,dia,mà-búdú,ɓw-èlé,?,ì-bùm,ɛ́-nɛ̌nɛ̀,ì-nɔ̀ní,kùkwà,mà-yǎ,è-yèsé,ì-bɛ̂,dísɛ̀,?,mà-wíndí,pɔ̀,?,dʒɔ̌,m-bó,ɲɔ́,ì-tóì,dá,mù-ɛ́ŋ,?,d-ísɔ̀,?,?,ì-wóŋgí,è-sáó,ɲándì,w-éá,?,swê,?,pù-mwà,?,ɓòlà,?,ó-wásé,ɲɔ̀ɔ́,mǒ-pò,sèŋgàlɛ̀,mù-éma,tɔ́ŋgɔ̀,?,?,?,bwâ,ì-ɓɔ́ŋgɔ́,?,bià,è-yàdí,mu-ende,ì-ɓàdì,nìná,mòmé,m-ə́dè,mu-dumbu,dínà,?,ɲíŋgó,bùlú,mpembáá,i-wɔ,mò-tò,mbúà,ndʒǎ,mù-aŋgá,?,mù-kókò,dʒɛ̌nɛ̀,?,?,?,è-yòɓò,?,ì-yɔ́,í-tùtù,?,?,?,ì-ɗádì,wéì,mùndó,?,?,è-yěm,ì-sòŋgá,tínà,ɓé-ɓǎ,?,?,?,dàŋgwà,?,mà-díɓá,?,mù-átò,?,?
A27_Malimba,ɲàmà,dʒǎɗè,dùbú,yòòɓá,?,n-dʒèndʒè,?,ì-nɔ̀n,kùkôy,mà-yà,è-vèhé,dìɓɛ́,díhɛ̀,mú-nà,mà-índì,pɔ̀,sɔ̀ŋgɛ̀lɛ̀,wɔ́,ìm-bɔ̀,ɲɔ́,ì-tóy,dá,mù-tʃɛ̀y,n-dʒɔ̀w,d-íhɔ́,?,kwédì,dɔ̀-ɔ́ŋgì,dì-kùɓà,ɲándɛ̀,w-éyà,dì-ɓɔ́ŋgɔ́dá,húwè,ɓé-tán,vɛ́vɛ́,ɓé-nɛ̀y,ɓòlà,m-bódì,wáhɛ̀,ɲɔ̀,mù-lópò,hɛ̀ndʒɛ̀lɛ̀,?,tɔ́ŋgɔ̀,ɓò-lóŋgí,n-dʒay,ɓè-bùŋgá,ɓwá,?,ì-lɛ̀ndì,bí,è-yádì,dʒòòɗó,?,nììná,múmíyò,mɔ́-ɔ́dì,mùdùmbù,dínà,mùtɔ́dù,kɔ̀tì,bùlù,mùpémbà,èwɔ́,mòtò,mbúwà,ndʒèyà,mwàŋgà,áŋgà,mùkò,ɛ́nɛ̀,lóméà,?,lɔ́ŋgɔ̀,èyòɓò,ŋmíì,?,ítùtù,ɲàmà ɓwàɓà,hɔ̀lɔ̀,yíbâ,?,véʒ,mùùndó,dʒǒm,ɓélááló,èyémɛ̀,díhùŋgà,ɓwèlè,ɓéɓǎ,miɲèdʒì,?,hùy,ɗaŋgwà,ɓwèmbà,màdíɓá,mùpùpè,mútò,ŋgɔ̀díɓà,ètʃɛ̀y
A31_Bubi,e-naba,òlò-bɔ́ɔ̀,obo-tóm,?,er-acé,obw-elá,-oté,esi-norí,ɔ̀lɔ̀átà,bànná,e-úhá,eri-bɛ́lɛ́,?,?,olo-tópátópá,-bɔwa,-sosa,-bwa,e-puá,ɔ̀-ŗáà,òlò-tóò,ɔ̀-ŗáà,obo-héwú,?,e-nókó,obo-sɔ́,-kwa,ab-itá,olo-ɛta,e-eɛ,òbò-ysó,?,e-cué,?,-pata,?,-pá,e-cówú,ò-βòbá,è-séllá,e-twɛ́,-úa,obo-tébá,lwɛ́  ̍ à,?,e-calá,i-kéláripo,-úlá,e-ru,olo-obá,-ana,olew-ɛbam,eri-kotó,rallɔ,obo-aki,?,er-éyá,obw-eɛ,e-ila,e-cekú,ehḭ́nkó,obo-cíyó,obo-mpo,-lé,obo-co,ɔl-ɔlá,e-tɛ́lɛ́,obo-aká,i-sólɔ,ow-álo,-ɛ́lá,-ára,e-cóóm,-bɛla,obo-tátá,olo-bákó,otoló,e-ɛri,e-nówá,?,-lɛpa,ei-tɛ́,ei-tóhí,obo-sɛkɛ́,?,?,olo-bɛ́bɔ́,er-éló,?,-pà,abahḭ́néri,?,-hora,-ɛta,obo-yé,al-ope,e-húrúru,obo-aiso,?,?
A32C_Batanga,tito,yinɔ,n-jubu,e-bayi,?,duu,bonɛnɛ,i-noni,i-koma,ma-iya,e-vehe,di-bɛ,i-diiyɛ,?,di-vindi,i-via,?,i-vɔ,m-bɔ,i-ɲɔtɔ,i-toi,i-da,di-kɛ,?,d-iyɔ,?,?,di-vɔŋgɔ,ŋoto,ɲanda,v-ea,?,u-ve,?,wèvè,?,i-vɛ,?,o-vae,yove,mo-lo,i-boia,n-lema,tɔngɔ,?,?,?,i-bwa,dibɔngɔ,?,i-bia,e-kai,yongo,eheho,nina,momo,ŋ-gɔndɛ,numbu,dina,?,dibolu,bulu,mpemba,yoho,moto,mbuya,njea,ŋanga,?,meɲɛlɛ,iyɛnɛ,?,?,?,ngobo,?,viyɔ,itutu,?,?,?,i-lale,vei,mpopa,?,?,yemi,dionga,yele,beba,?,?,?,idangwa,?,madiba,?,ndito,?,?
A33a_Yasa,ɲàmà,è-bɔ̂,ì-bû,è-kòkòbò,ì-kóndó,í-bùmù,múàbɛ̄,vi-ɲɔní,è-kùkùlà,mà-tʃìyā,è-vēː,ì-bɛ́nɛ̀,è-ɗɪ́kɪ́ɛ̀,mú-ánò,ì-víndó,è-vìyà,èláŋgà,è-wâ,m-búà,è-ɲâ,ɗì-lɔ̂,è-ɗíà,ì-tʃéː,sɔ̀kù,ɗ-íyɔ̀,?,è-kúà,ì-vóŋgò,è-yáhō,ɲâyì,v-éyā,l-éyā,wéì,ɓí-táːnù,è-vɛ́vɛ̀,ɓí-nàyì,è-tâ,tàbà,yéē,?,mò-lò,è-hókà,mò-lémà,tɔ́ŋgò,m-bàɗí,sàyì,?,è-hóyà,?,ì-túmà,è-pùlɛ̀,ì-káí,èkǒ,íbàyì,nìnā,mūmū,ŋ-gɔ̀ndɛ̀,mòdùmbù,ɗínà,ítɔ̂tɔ̀,íbɔ̀lù,èlû,ɗôyì,èvɔ́ɔ̄kɔ̄,mòtò,mbúyā,mpɔ̀pɪ̄,mòtáːmbā,víáŋgà,tʃɛ́lɛ́,ètɔ̂,èlómà,vìyɔ́nɪ̀,èhímbà,mòkòbò,lóbà,vìyɔ̂,vìtútù,ɲɔ̂,ìkɔ̀ŋgɔ̄,èyíbà,ìlálè,vêyì,mùéyà,ɗíòmù,ɓíláːlò,èlɛ́mɪ̀,ìyòŋgā,o,ɓíɓà,?,mbókà,èsáŋgùà,ètámùà,èdùká,mèhébā,mpùpɛ̀,mùàɗó,màwùpà,ètʃèì
A34_Benga,tito,-nɔ̀,-úbu,e-pape,i-kundu,i-huhu,-nɛ́nɛ́,i-noni,ó-kómà,ma-kiya,e-βehe,di-bɛ,i-dikia,mw-ana,e-βindi,í-víà,?,wãgò,m-bwa,i-mòtò,di-tɔ,i-dyá,di-kɛ,n-dʒɔku,d-ihɔ,pwandʒa,?,i-βoŋgo,u-kɔtɔ,ɲanda,β-eya,?,e-dyaka,?,í-vɛ̀vɛ̀,?,-vɛ́,m-bɔdi,he,howe,mo-lo,-yák-,u-lema,ma-bomba,n-dabo,n-dʒya,mi-ya,i-wea,i-bɔŋgo,paβo,i-yòówè,e-kayi,engo,ehɛkɔ,nina,momo,ŋ-gɔndɛ,udumbu,dina,itɔdu,ibɔlu,b-ulu,βiho,y-ɔ̀ɔ̀kɔ̀,moto,mbwiya,ndʒeya,utamba,βyaŋga,mahɛ,í-yɛ́nè,?,ihɔni,?,ukobo,hɛβɛni,-íɔ̀,ututu,edubu,ikɔŋgɔ,?,ilale,dyoba,upopa,?,?,yeem,ihoŋga,ele,be-bálé,mahandʒa,mboka,?,í-támɔ́ì,eduka,miba,upupɛ,mwadyo,uɲɛŋgɛ,ekɛyi
